-1.3899,-0.52505,0.85298,2.4336,1.244,2.7135
-1.3853,-0.52539,0.84801,2.4331,1.2372,2.7116
-1.3805,-0.52565,0.843,2.4326,1.2304,2.7096
-1.3757,-0.52584,0.83794,2.432,1.2235,2.7077
-1.3708,-0.52596,0.83284,2.4315,1.2167,2.7058
-1.3658,-0.526,0.82768,2.4309,1.2098,2.7039
-1.3608,-0.52596,0.82248,2.4303,1.2028,2.7019
-1.3557,-0.52585,0.81724,2.4297,1.1959,2.7
-1.3506,-0.52566,0.81195,2.429,1.1889,2.6981
-1.3454,-0.5254,0.80662,2.4284,1.1818,2.6962
-1.3401,-0.52505,0.80125,2.4277,1.1748,2.6943
-1.3348,-0.52463,0.79584,2.427,1.1676,2.6924
-1.3294,-0.52413,0.79039,2.4263,1.1605,2.6904
-1.3239,-0.52355,0.7849,2.4256,1.1533,2.6885
-1.3183,-0.52289,0.77937,2.4248,1.1461,2.6866
-1.3127,-0.52215,0.77382,2.4241,1.1389,2.6848
-1.3071,-0.52133,0.76822,2.4233,1.1316,2.6829
-1.3014,-0.52043,0.7626,2.4225,1.1243,2.681
-1.2956,-0.51945,0.75695,2.4217,1.117,2.6791
-1.2897,-0.51839,0.75126,2.4209,1.1097,2.6773
-1.2838,-0.51724,0.74555,2.4201,1.1023,2.6755
-1.2779,-0.51601,0.73981,2.4193,1.0949,2.6736
-1.2719,-0.5147,0.73405,2.4185,1.0875,2.6718
-1.2658,-0.51331,0.72827,2.4176,1.08,2.6701
-1.2597,-0.51184,0.72246,2.4168,1.0726,2.6683
-1.2535,-0.51028,0.71663,2.416,1.0651,2.6665
-1.2473,-0.50864,0.71078,2.4151,1.0575,2.6648
-1.241,-0.50691,0.70491,2.4143,1.05,2.6631
-1.2346,-0.5051,0.69903,2.4134,1.0424,2.6614
-1.2282,-0.50321,0.69313,2.4126,1.0348,2.6597
-1.2218,-0.50123,0.68722,2.4117,1.0272,2.6581
-1.2153,-0.49916,0.68129,2.4109,1.0196,2.6564
-1.2087,-0.49701,0.67535,2.41,1.0119,2.6548
-1.2021,-0.49478,0.6694,2.4091,1.0042,2.6532
-1.1954,-0.49245,0.66344,2.4083,0.99646,2.6516
