26.528,57.032,-44.881,-4.5111,-3.5633,-2.6981
26.499,58.311,-44.819,-4.4448,-3.5687,-2.6913
26.469,59.647,-44.752,-4.3785,-3.5741,-2.6844
26.437,61.028,-44.681,-4.3137,-3.5796,-2.6774
26.403,62.443,-44.608,-4.252,-3.5852,-2.6703
26.368,63.878,-44.533,-4.1947,-3.5907,-2.6633
26.329,65.319,-44.457,-4.1429,-3.5964,-2.6564
26.288,66.752,-44.381,-4.0974,-3.602,-2.6497
26.244,68.163,-44.305,-4.0589,-3.6078,-2.6433
26.196,69.538,-44.23,-4.0278,-3.6135,-2.6372
26.145,70.865,-44.155,-4.0044,-3.6192,-2.6315
26.089,72.132,-44.081,-3.9887,-3.625,-2.6262
26.029,73.329,-44.008,-3.9803,-3.6308,-2.6213
25.965,74.445,-43.936,-3.9791,-3.6367,-2.6169
25.897,75.474,-43.863,-3.9845,-3.6425,-2.6127
25.824,76.409,-43.79,-3.9959,-3.6484,-2.6089
25.746,77.246,-43.716,-4.0126,-3.6543,-2.6054
25.664,77.981,-43.642,-4.0338,-3.6602,-2.6021
25.578,78.613,-43.566,-4.0587,-3.6661,-2.599
25.487,79.144,-43.488,-4.0865,-3.6721,-2.596
25.391,79.574,-43.407,-4.1163,-3.6781,-2.5932
25.291,79.909,-43.324,-4.1474,-3.6841,-2.5906
25.186,80.153,-43.237,-4.1789,-3.6902,-2.5881
25.077,80.311,-43.147,-4.2101,-3.6963,-2.5857
24.965,80.391,-43.053,-4.2401,-3.7025,-2.5834
24.848,80.399,-42.955,-4.2684,-3.7087,-2.5813
24.728,80.345,-42.853,-4.2944,-3.7149,-2.5794
24.604,80.236,-42.746,-4.3175,-3.7211,-2.5777
24.478,80.081,-42.635,-4.3373,-3.7273,-2.576
24.349,79.888,-42.519,-4.3536,-3.7335,-2.5746
24.218,79.665,-42.397,-4.3661,-3.7397,-2.5732
24.084,79.419,-42.271,-4.3748,-3.7459,-2.5718
23.949,79.16,-42.139,-4.3796,-3.7521,-2.5703
23.812,78.892,-42.001,-4.3807,-3.7581,-2.5688
23.673,78.623,-41.858,-4.3784,-3.7642,-2.567
23.534,78.359,-41.71,-4.3727,-3.7702,-2.5651
23.393,78.103,-41.556,-4.3642,-3.7761,-2.5628
23.251,77.86,-41.398,-4.3531,-3.7819,-2.5602
23.108,77.634,-41.233,-4.3398,-3.7877,-2.5572
22.964,77.426,-41.064,-4.3248,-3.7933,-2.5539
22.82,77.238,-40.89,-4.3084,-3.7989,-2.5503
22.674,77.07,-40.711,-4.2912,-3.8044,-2.5464
22.528,76.924,-40.527,-4.2734,-3.8099,-2.5424
22.382,76.796,-40.339,-4.2556,-3.8152,-2.5383
