2.4327,2.8616,-1.9779,-0.56571,-0.9085,0.54755
2.4298,2.8877,-1.934,-0.5515,-0.91857,0.55027
2.4267,2.9134,-1.8898,-0.5375,-0.92858,0.55267
2.4235,2.9385,-1.8453,-0.5237,-0.9385,0.55476
2.4201,2.9631,-1.8006,-0.51009,-0.94835,0.55653
2.4165,2.9872,-1.7556,-0.4967,-0.95811,0.55798
2.4127,3.0109,-1.7103,-0.48351,-0.96778,0.55912
2.4088,3.034,-1.6647,-0.47053,-0.97736,0.55994
2.4046,3.0566,-1.619,-0.45777,-0.98682,0.56045
2.4003,3.0786,-1.573,-0.44522,-0.99618,0.56064
2.3958,3.1002,-1.5267,-0.43289,-1.0054,0.56051
2.3911,3.1212,-1.4803,-0.42078,-1.0146,0.56006
2.3862,3.1417,-1.4336,-0.4089,-1.0236,0.55929
2.381,3.1616,-1.3868,-0.39724,-1.0324,0.5582
2.3757,3.181,-1.3397,-0.38582,-1.0412,0.55679
2.3702,3.1999,-1.2925,-0.37464,-1.0498,0.55506
2.3645,3.2182,-1.2452,-0.36369,-1.0583,0.553
2.3586,3.2359,-1.1976,-0.35299,-1.0666,0.55062
2.3525,3.2531,-1.15,-0.34253,-1.0748,0.54792
2.3462,3.2697,-1.1022,-0.33232,-1.0828,0.54488
2.3397,3.2858,-1.0543,-0.32236,-1.0906,0.54153
2.3329,3.3012,-1.0062,-0.31265,-1.0983,0.53784
2.326,3.3161,-0.9581,-0.3032,-1.1059,0.53383
2.3188,3.3304,-0.90987,-0.29401,-1.1132,0.52949
2.3115,3.3441,-0.86157,-0.28509,-1.1204,0.52482
2.3039,3.3573,-0.81319,-0.27642,-1.1274,0.51983
2.2961,3.3698,-0.76475,-0.26802,-1.1342,0.51452
2.2881,3.3817,-0.71626,-0.25989,-1.1408,0.50887
2.2799,3.3931,-0.66773,-0.25202,-1.1472,0.50291
2.2715,3.4038,-0.61917,-0.24443,-1.1534,0.49662
2.2628,3.414,-0.57059,-0.2371,-1.1594,0.49001
2.254,3.4235,-0.522,-0.23005,-1.1652,0.48308
2.2448,3.4324,-0.47341,-0.22327,-1.1708,0.47584
2.2355,3.4408,-0.42483,-0.21676,-1.1762,0.46827
2.226,3.4485,-0.37626,-0.21052,-1.1813,0.4604
2.2162,3.4556,-0.32773,-0.20456,-1.1862,0.45221
2.2061,3.4621,-0.27923,-0.19887,-1.1908,0.44371
2.1959,3.4681,-0.23078,-0.19345,-1.1953,0.4349
2.1854,3.4734,-0.18238,-0.18831,-1.1994,0.42579
2.1746,3.4781,-0.13406,-0.18344,-1.2034,0.41638
2.1637,3.4821,-0.085806,-0.17885,-1.207,0.40666
2.1525,3.4856,-0.037641,-0.17452,-1.2104,0.39665
2.141,3.4885,0.010429,-0.17048,-1.2136,0.38634
2.1293,3.4908,0.058393,-0.1667,-1.2164,0.37574
2.1173,3.4924,0.10624,-0.1632,-1.219,0.36485
2.1051,3.4935,0.15397,-0.15997,-1.2213,0.35367
2.0927,3.4939,0.20156,-0.15701,-1.2234,0.3422
2.0799,3.4938,0.24901,-0.15432,-1.2251,0.33045
2.067,3.493,0.29631,-0.15191,-1.2266,0.31842
2.0538,3.4916,0.34344,-0.14976,-1.2277,0.30611
2.0403,3.4896,0.3904,-0.14789,-1.2286,0.29353
2.0266,3.487,0.43719,-0.14628,-1.2292,0.28068
2.0126,3.4838,0.48378,-0.14494,-1.2294,0.26755
1.9983,3.4801,0.53017,-0.14388,-1.2294,0.25416
1.9838,3.4757,0.57635,-0.14308,-1.229,0.2405
1.9691,3.4707,0.62232,-0.14254,-1.2284,0.22658
1.9541,3.465,0.66805,-0.14227,-1.2274,0.2124
1.9388,3.4588,0.71355,-0.14227,-1.2261,0.19797
1.9233,3.452,0.7588,-0.14253,-1.2244,0.18328
1.9075,3.4446,0.8038,-0.14305,-1.2225,0.16834
1.8914,3.4366,0.84853,-0.14384,-1.2202,0.15316
1.8751,3.428,0.89299,-0.14488,-1.2176,0.13773
1.8585,3.4188,0.93717,-0.14619,-1.2146,0.12206
1.8417,3.409,0.98106,-0.14775,-1.2113,0.10615
1.8246,3.3987,1.0246,-0.14957,-1.2077,0.090012
1.8072,3.3877,1.0679,-0.15164,-1.2037,0.073641
1.7896,3.3761,1.1109,-0.15397,-1.1994,0.057043
1.7717,3.364,1.1535,-0.15654,-1.1947,0.040221
1.7536,3.3513,1.1958,-0.15936,-1.1897,0.02318
1.7352,3.338,1.2378,-0.16244,-1.1844,0.0059235
1.7165,3.3241,1.2794,-0.16575,-1.1786,-0.011545
1.6976,3.3096,1.3206,-0.16931,-1.1726,-0.029222
1.6784,3.2946,1.3615,-0.1731,-1.1661,-0.047102
1.6589,3.279,1.402,-0.17714,-1.1593,-0.065183
1.6392,3.2628,1.4421,-0.18141,-1.1522,-0.083459
1.6193,3.2461,1.4819,-0.18591,-1.1446,-0.10193
1.599,3.2288,1.5212,-0.19064,-1.1368,-0.12058
1.5785,3.2109,1.5601,-0.1956,-1.1285,-0.13942
1.5578,3.1925,1.5986,-0.20078,-1.1199,-0.15843
1.5368,3.1736,1.6367,-0.20618,-1.1109,-0.17762
1.5155,3.1541,1.6744,-0.21181,-1.1015,-0.19698
1.494,3.1341,1.7116,-0.21764,-1.0918,-0.21651
1.4722,3.1135,1.7484,-0.22369,-1.0817,-0.23619
1.4501,3.0924,1.7848,-0.22995,-1.0712,-0.25604
1.4278,3.0707,1.8207,-0.23641,-1.0603,-0.27603
1.4053,3.0486,1.8561,-0.24307,-1.0491,-0.29617
