0.94117,-0.072928,-0.99043,-0.11275,-1.3688,-0.41048
0.95329,-0.058536,-1.0001,-0.11549,-1.3734,-0.40772
0.9654,-0.044015,-1.0097,-0.11816,-1.378,-0.40495
0.9775,-0.029369,-1.0189,-0.12077,-1.3827,-0.40217
0.98958,-0.014599,-1.028,-0.12331,-1.3874,-0.39939
1.0017,0.00029142,-1.0369,-0.12579,-1.3922,-0.39659
1.0137,0.0153,-1.0455,-0.12822,-1.3971,-0.39379
1.0258,0.030424,-1.0539,-0.13058,-1.4019,-0.39099
1.0378,0.045661,-1.0621,-0.13289,-1.4069,-0.38819
1.0498,0.061009,-1.0701,-0.13514,-1.4118,-0.38538
1.0618,0.076465,-1.0778,-0.13733,-1.4168,-0.38257
1.0738,0.092025,-1.0854,-0.13947,-1.4219,-0.37977
1.0857,0.10769,-1.0927,-0.14155,-1.427,-0.37697
1.0977,0.12345,-1.0997,-0.14358,-1.4321,-0.37418
1.1096,0.13931,-1.1066,-0.14556,-1.4373,-0.37139
1.1215,0.15527,-1.1132,-0.14748,-1.4425,-0.36862
1.1333,0.17132,-1.1196,-0.14935,-1.4478,-0.36585
1.1451,0.18746,-1.1257,-0.15117,-1.4531,-0.36309
1.1569,0.20368,-1.1316,-0.15293,-1.4584,-0.36035
1.1687,0.21999,-1.1373,-0.15465,-1.4638,-0.35762
1.1805,0.23639,-1.1427,-0.15631,-1.4692,-0.35491
1.1922,0.25286,-1.1479,-0.15792,-1.4747,-0.35221
1.2038,0.26941,-1.1528,-0.15949,-1.4802,-0.34954
1.2155,0.28603,-1.1575,-0.161,-1.4857,-0.34688
1.2271,0.30272,-1.162,-0.16247,-1.4913,-0.34425
1.2386,0.31948,-1.1662,-0.16389,-1.4969,-0.34164
1.2501,0.3363,-1.1701,-0.16527,-1.5026,-0.33905
1.2616,0.35318,-1.1738,-0.1666,-1.5082,-0.33649
1.273,0.37013,-1.1773,-0.16789,-1.514,-0.33396
1.2844,0.38713,-1.1805,-0.16914,-1.5197,-0.33147
1.2958,0.40418,-1.1835,-0.17034,-1.5255,-0.329
1.3071,0.42128,-1.1863,-0.17151,-1.5313,-0.32656
