0.536174039	1.223495999	1.243534385	1.495811755	0.213996832	0.262466728
-0.823684974	-0.195753804	-1.242175823	-0.938279697	1.144637941	1.581407905
-1.414198579	-0.927580261	-1.032569431	0.013177962	1.065273777	1.721277008
-0.729592983	-1.156255343	-0.998893695	0.586214521	0.392630473	1.656765682
-0.923366901	0.501023956	1.504155821	1.209062853	0.674171446	1.576650445
-0.34402328	0.85416018	0.691536532	-0.064103629	0.898483832	1.560952992
-1.005186833	0.961916977	1.339239556	0.491259556	1.097821729	1.661554296
-0.783748425	-1.044791923	-0.848388405	0.685631658	0.298794679	1.613947622
-1.034890976	-0.834809929	-0.803319496	0.191779788	0.577984215	1.644486663
1.728720754	-0.393291725	-1.690088132	1.567588947	1.733863796	-1.481722459
-0.391088639	-1.186185273	-0.943816971	1.137657107	0.226682602	0.893628172
-0.098827599	0.893891931	1.138237509	0.421624315	0.550842553	1.66732504
-0.614134508	-1.140159268	-1.009611945	0.401943423	0.593594534	1.709784411
-1.378833646	-1.433457526	-1.492343398	0.198466936	0.999631955	1.436876537
-0.59463119	-0.913184146	-0.390072155	1.233519831	0.22340607	1.395886383
-0.540230654	-0.884898335	-0.481542515	0.754886619	0.345283704	1.627009994
-0.606017207	-1.304197138	-1.278039841	0.912491959	0.254734027	1.161369699
-0.251422689	-1.489968739	-1.552418828	1.53154005	0.256888179	0.435345111
-0.150841627	1.182637405	1.480774245	0.601730486	0.507622307	1.580372335
-0.739559541	-1.390705889	-1.485447864	0.206368759	0.750554334	1.669420686
0.267906183	1.119388279	1.10291769	0.501309188	0.284656916	1.316921247
0.51822437	-0.093324155	-1.001717323	1.658803928	0.362643897	-1.019786519
0.549076647	0.807241629	1.030491119	0.121935885	-0.943408134	1.662825659
1.184704713	-0.522845073	-1.707037843	1.693993259	1.548314689	-1.09266418
1.167863042	1.121521165	1.18535879	-0.089952109	-1.282662246	1.698202369
-0.462903466	-1.09254905	-1.139888672	0.520575147	0.261675528	1.287281224
-0.454385922	1.013931974	1.732677596	1.241743462	0.315884158	1.388012453
1.697986948	-0.485235794	-0.791218982	-0.343774153	-1.549238301	1.604214019
-0.809131465	0.743432049	0.808312312	0.126447811	1.219709339	1.681945005
-0.626094471	-0.821737073	-1.299777538	-0.34951613	0.904725113	1.580336397
0.025698458	1.076733085	1.568296542	0.906613969	0.370821145	1.52752567
-0.004846002	-0.966617028	-1.205498281	0.349993366	0.206700378	1.181686404
-0.936635638	0.808178231	1.488868139	0.802035586	1.177883656	1.66274793
-1.140801433	-1.170229778	-1.29115069	0.055394598	1.113191949	1.516735959
-1.729273482	-1.104123956	-1.582848339	-0.329242425	1.456997846	1.664113343
-0.998166907	0.303747368	0.380337676	0.10309357	0.697562567	1.710989062
0.965684717	0.312706522	1.195165939	0.777159193	-0.895313552	1.683555008
-0.880371173	-1.648027788	-1.731513153	0.382163334	0.61636957	1.565931541
-1.031089225	0.596202122	0.938059828	0.411051601	0.857209746	1.55259525
0.226285619	1.363283833	1.332716685	0.390620578	0.460241897	1.658292734
0.056536554	-0.590931792	-0.348530034	0.132489146	-0.466872254	1.713893097
0.98352725	0.88575999	1.113180592	0.066712632	-0.662229484	1.718241565
-0.687515375	-0.85939942	-0.959195561	0.338637651	0.220628974	1.509098051
0.036089036	0.709488191	0.679795978	0.116194826	0.425334508	1.529797318
-0.628585159	-1.362109285	-1.221600507	1.130862753	0.260893353	1.124115549
-0.402756665	-1.099228372	-0.700146505	1.662548089	0.196372161	0.722062013
-1.495633874	0.183258801	1.346249652	1.30934431	1.288406886	1.632253609
-0.657878704	1.16074628	1.451290076	0.437917473	1.077612263	1.722232808
-0.914519323	-1.292859297	-1.378469235	0.145303973	0.930414398	1.474484743
0.579862851	-0.323854184	-1.494971974	1.630660966	0.829928935	-1.208679959
