-0.2358,1.0235,0.2206,-0.1879,-0.803,-2.937,
-1.9974,-1.5038,-0.3349,1.9284,0.302,0.6155,
0.342,-0.4816,-1.1499,-0.9818,-0.4244,2.9736,
-0.245781,1.01598,0.218912,-0.178272,-0.801494,-2.93388,
-1.99494,-1.50546,-0.3399,1.92274,0.300628,0.631118,
0.642,-0.1816,-0.8499,-1.2818,-0.1244,3.2736,
-0.255747,1.00845,0.217204,-0.168675,-0.799991,-2.93069,
-1.99098,-1.50562,-0.343399,1.91558,0.300756,0.648236,
0.942,0.1184,-0.5499,-1.5818,0.1756,3.5736,
-0.265689,1.00092,0.215481,-0.159118,-0.798484,-2.9274,
-1.98552,-1.50427,-0.345398,1.90692,0.302384,0.666854,
1.242,0.4184,-0.2499,-1.8818,0.4756,3.8736,
-0.2756,0.993408,0.213752,-0.149608,-0.796965,-2.92402,
-1.97856,-1.50143,-0.345898,1.89676,0.305512,0.686972,
1.542,0.7184,0.0501,-2.1818,0.7756,4.1736,
-0.285472,0.985911,0.212024,-0.140153,-0.795426,-2.92053,
-1.9701,-1.49709,-0.344897,1.8851,0.31014,0.70859,
1.842,1.0184,0.3501,-2.4818,1.0756,4.4736,
-0.295298,0.978439,0.210306,-0.13076,-0.793861,-2.91693,
-1.96014,-1.49125,-0.342397,1.87195,0.316268,0.731708,
2.142,1.3184,0.6501,-2.7818,1.3756,4.7736,
-0.305071,0.971001,0.208603,-0.121436,-0.792261,-2.91321,
-1.94868,-1.48391,-0.338396,1.85729,0.323896,0.756326,
2.442,1.6184,0.9501,-3.0818,1.6756,5.0736,
-0.314782,0.963603,0.206924,-0.112189,-0.79062,-2.90936,
-1.93572,-1.47506,-0.332896,1.84113,0.333024,0.782444,
2.742,1.9184,1.2501,-3.3818,1.9756,5.3736,
-0.324425,0.956253,0.205276,-0.103027,-0.788928,-2.90538,
-1.92126,-1.46472,-0.325895,1.82347,0.343652,0.810062,
3.042,2.2184,1.5501,-3.6818,2.2756,5.6736,
-0.333993,0.948958,0.203668,-0.0939573,-0.787181,-2.90126,
-1.9053,-1.45288,-0.317395,1.80431,0.35578,0.83918,
3.342,2.5184,1.8501,-3.9818,2.5756,5.9736,
-0.343476,0.941726,0.202105,-0.0849867,-0.785368,-2.89699,
-1.88784,-1.43954,-0.307394,1.78365,0.369408,0.869798,
3.642,2.8184,2.1501,-4.2818,2.8756,6.2736,
-0.352868,0.934565,0.200596,-0.0761232,-0.783484,-2.89256,
-1.86888,-1.4247,-0.295894,1.76149,0.384536,0.901916,
3.942,3.1184,2.4501,-4.5818,3.1756,6.5736,
-0.362162,0.927482,0.199149,-0.0673743,-0.78152,-2.88796,
-1.84842,-1.40835,-0.282893,1.73783,0.401164,0.935534,
4.242,3.4184,2.7501,-4.8818,3.4756,6.8736,
-0.37135,0.920484,0.19777,-0.0587474,-0.77947,-2.8832,
-1.82646,-1.39051,-0.268393,1.71267,0.419292,0.970652,
4.542,3.7184,3.0501,-5.1818,3.7756,7.1736,
-0.380424,0.913579,0.196467,-0.0502501,-0.777325,-2.87826,
-1.803,-1.37117,-0.252396,1.68602,0.43892,1.00727,
4.842,4.0184,3.32292,-5.4818,4.0756,7.4736,
-0.389378,0.906775,0.195245,-0.0418898,-0.775078,-2.87312,
-1.77804,-1.35033,-0.236531,1.65786,0.460048,1.04539,
5.142,4.3184,3.02292,-5.7818,4.3756,7.7736,
-0.398202,0.900078,0.194099,-0.033674,-0.772722,-2.8678,
-1.75158,-1.32799,-0.222166,1.6282,0.482676,1.08501,
