-0.834222,-0.288403,0.873992,-0.692884,1.41009,0.697187,
-2.06004,-0.911153,-2.02548,-2.09355,-0.331508,-1.7468,
1.8627,3.8993,-1.4461,1.3797,-3.8316,-1.591,
-0.844498,-0.292909,0.863848,-0.703333,1.40838,0.688434,
-2.04997,-0.890907,-2.03196,-2.0859,-0.351416,-1.75401,
2.1627,4.1993,-1.1461,1.6797,-4.1316,-1.291,
-0.854719,-0.29731,0.853675,-0.71374,1.40657,0.67965,
-2.03841,-0.86916,-2.03694,-2.07675,-0.372824,-1.75971,
2.4627,4.4993,-0.8461,1.9797,-4.4316,-0.991,
-0.864879,-0.301598,0.843481,-0.724098,1.40465,0.67084,
-2.02535,-0.845914,-2.04042,-2.06611,-0.395732,-1.76392,
2.7627,4.7993,-0.5461,2.2797,-4.7316,-0.691,
-0.87497,-0.305766,0.833273,-0.734399,1.40261,0.662013,
-2.01078,-0.821167,-2.0424,-2.05396,-0.42014,-1.76662,
3.0627,5.0993,-0.2461,2.5797,-5.0316,-0.391,
-0.884985,-0.309807,0.823059,-0.744635,1.40045,0.653176,
-1.99472,-0.794921,-2.04288,-2.04031,-0.446048,-1.76783,
3.3627,5.3993,0.0539,2.8797,-5.3316,-0.091,
-0.894915,-0.313713,0.812847,-0.754799,1.39815,0.644337,
-1.97716,-0.767174,-2.04186,-2.02516,-0.473456,-1.76753,
3.6627,5.6993,0.3539,3.1797,-5.6316,0.209,
-0.904754,-0.317477,0.802643,-0.764884,1.39571,0.635503,
-1.95809,-0.737928,-2.03934,-2.00851,-0.502364,-1.76574,
3.9627,5.9993,0.6539,3.4797,-5.9316,0.509,
-0.914494,-0.32109,0.792456,-0.774882,1.39312,0.626682,
-1.93753,-0.707182,-2.03532,-1.99036,-0.532772,-1.76244,
4.2627,6.2993,0.9539,3.7797,-6.2316,0.809,
-0.924127,-0.324546,0.782292,-0.784785,1.39038,0.617881,
-1.91546,-0.674935,-2.02981,-1.97071,-0.56468,-1.75765,
4.5627,6.5993,1.2539,4.0797,-6.5316,1.109,
-0.933646,-0.327837,0.77216,-0.794587,1.38747,0.609108,
-1.8919,-0.641188,-2.02279,-1.94957,-0.598088,-1.75135,
4.8627,6.8993,1.5539,4.3797,-6.8316,1.409,
-0.943043,-0.330955,0.762067,-0.804279,1.3844,0.60037,
-1.86684,-0.605942,-2.01427,-1.92692,-0.632996,-1.74356,
5.1627,7.1993,1.8539,4.6797,-7.1316,1.709,
-0.952312,-0.333894,0.75202,-0.813853,1.38114,0.591675,
-1.84027,-0.569195,-2.00425,-1.90277,-0.669404,-1.73426,
5.4627,7.4993,2.1539,4.9797,-7.4316,2.009,
-0.961443,-0.336645,0.742027,-0.823304,1.3777,0.58303,
-1.81221,-0.530949,-1.99273,-1.87712,-0.707312,-1.72347,
5.7627,7.7993,2.4539,5.2797,-7.7316,2.309,
-0.970431,-0.339201,0.732095,-0.832622,1.37407,0.574443,
-1.78265,-0.491202,-1.97971,-1.84997,-0.74672,-1.71117,
6.0627,8.0993,2.7539,5.5797,-8.0316,2.609,
-0.979267,-0.341554,0.722232,-0.841801,1.37023,0.565921,
-1.75158,-0.449956,-1.96519,-1.82132,-0.787628,-1.69738,
6.3627,8.3993,3.0539,5.8797,-8.3316,2.909,
-0.987944,-0.343698,0.712446,-0.850833,1.36619,0.557472,
-1.71902,-0.407209,-1.94917,-1.79118,-0.830036,-1.68208,
6.6627,8.6993,3.3539,6.1797,-8.6316,3.209,
-0.996455,-0.345624,0.702743,-0.85971,1.36193,0.549102,
-1.68496,-0.362963,-1.93165,-1.75953,-0.873944,-1.66529,
6.9627,8.9993,3.6539,6.4797,-8.9316,3.509,
-1.00479,-0.347325,0.693132,-0.868426,1.35745,0.540821,
-1.64939,-0.317216,-1.91263,-1.72638,-0.919352,-1.64699,
7.2627,9.2993,3.9539,6.7797,-9.2316,3.809,
-1.01295,-0.348794,0.683619,-0.876972,1.35273,0.532635,
-1.61233,-0.27042,-1.89211,-1.69173,-0.96626,-1.6272,
7.5627,9.27075,4.2539,7.0797,-9.5316,4.109,
-1.02091,-0.350031,0.674213,-0.88534,1.34778,0.524552,
