-0.813539,-0.279107,0.894164,-0.671889,1.41322,0.714566,
2.07566,0.947146,2.00802,2.10435,0.294692,1.72789,
1.2627,3.2993,-2.0461,0.7797,-3.8316,-2.191,
-0.803146,-0.274331,0.904178,-0.661359,1.41464,0.723176,
2.08123,0.962893,1.99704,2.1075,0.274784,1.71619,
0.9627,2.9993,-2.3461,0.4797,-4.1316,-2.491,
-0.792729,-0.26948,0.914132,-0.650817,1.41597,0.731725,
2.08529,0.977139,1.98456,2.10915,0.253376,1.70298,
0.6627,2.6993,-2.6461,0.1797,-4.4316,-2.791,
-0.782295,-0.264562,0.924021,-0.64027,1.41718,0.740204,
2.08785,0.989886,1.97058,2.10929,0.230468,1.68828,
0.3627,2.3993,-2.9461,-0.1203,-4.7316,-3.091,
-0.771853,-0.259584,0.933836,-0.629726,1.41827,0.748605,
2.08892,1.00113,1.9551,2.10794,0.20606,1.67207,
0.0627,2.0993,-3.2461,-0.4203,-5.0316,-3.391,
-0.761409,-0.254553,0.943569,-0.619193,1.41923,0.756922,
2.08848,1.01088,1.93812,2.10509,0.180152,1.65437,
-0.2373,1.7993,-3.5461,-0.7203,-5.3316,-3.691,
-0.750971,-0.249478,0.953214,-0.608678,1.42007,0.765147,
2.08654,1.01913,1.91964,2.10074,0.152744,1.63516,
-0.5373,1.4993,-3.8461,-1.0203,-5.6316,-3.991,
-0.740546,-0.244365,0.962763,-0.598188,1.42076,0.773271,
2.08311,1.02587,1.89966,2.09489,0.123836,1.61446,
-0.8373,1.1993,-4.1461,-1.3203,-5.9316,-4.291,
-0.730142,-0.239221,0.972208,-0.587732,1.4213,0.781289,
2.07817,1.03112,1.87818,2.08754,0.093428,1.59225,
-1.1373,0.8993,-4.4461,-1.6203,-6.2316,-4.591,
-0.719767,-0.234056,0.981542,-0.577315,1.42169,0.789191,
2.07173,1.03486,1.8552,2.07869,0.06152,1.56855,
-1.4373,0.5993,-4.7461,-1.9203,-6.5316,-4.891,
-0.709427,-0.228875,0.990758,-0.566947,1.42192,0.796972,
2.0638,1.03711,1.83071,2.06833,0.028112,1.54334,
-1.7373,0.2993,-5.0461,-2.2203,-6.8316,-5.191,
-0.699131,-0.223687,0.999847,-0.556635,1.42197,0.804622,
2.05436,1.03786,1.80473,2.05648,-0.006796,1.51664,
-2.0373,-0.0007,-5.3461,-2.5203,-7.1316,-5.491,
-0.688886,-0.218499,1.0088,-0.546385,1.42184,0.812136,
2.04343,1.0371,1.77725,2.04313,-0.043204,1.48843,
-2.3373,-0.3007,-5.6461,-2.8203,-7.4316,-5.791,
-0.678699,-0.213319,1.01762,-0.536206,1.42153,0.819504,
2.03099,1.03485,1.74827,2.02828,-0.081112,1.45873,
-2.6373,-0.6007,-5.9461,-3.1203,-7.7316,-6.091,
-0.668579,-0.208153,1.02628,-0.526105,1.42103,0.82672,
2.01705,1.0311,1.71779,2.01193,-0.12052,1.42752,
-2.9373,-0.9007,-6.2461,-3.4203,-8.0316,-6.391,
-0.658531,-0.20301,1.03479,-0.516089,1.42033,0.833777,
2.00162,1.02584,1.68581,1.99408,-0.161428,1.39482,
-3.2373,-1.2007,-6.5461,-3.7203,-8.3316,-6.691,
-0.648565,-0.197897,1.04314,-0.506166,1.41941,0.840666,
1.98468,1.01909,1.65233,1.97472,-0.203836,1.36061,
-3.5373,-1.5007,-6.8461,-4.0203,-8.6316,-6.991,
-0.638687,-0.192822,1.05131,-0.496344,1.41829,0.84738,
1.96624,1.01084,1.61735,1.95387,-0.247744,1.32491,
-3.8373,-1.8007,-7.1461,-4.3203,-8.9316,-7.291,
-0.628905,-0.187791,1.05931,-0.48663,1.41693,0.853913,
1.94631,1.00108,1.58087,1.93152,-0.293152,1.2877,
-4.1373,-2.1007,-7.4461,-4.6203,-9.2316,-7.591,
-0.619226,-0.182813,1.06712,-0.477031,1.41535,0.860255,
1.92487,0.98983,1.54289,1.90767,-0.34006,1.249,
-4.4373,-2.4007,-7.7461,-4.9203,-9.5316,-7.891,
-0.609659,-0.177896,1.07474,-0.467556,1.41353,0.8664,
1.90193,0.977076,1.50341,1.88232,-0.388468,1.2088,
-4.7373,-2.7007,-8.0461,-5.2203,-9.8316,-8.191,
-0.60021,-0.173045,1.08215,-0.458211,1.41146,0.87234,
1.8775,0.962823,1.46243,1.85547,-0.438232,1.16709,
-5.0373,-3.0007,-8.3461,-5.5203,-10,-8.491,
-0.590886,-0.16827,1.08936,-0.449004,1.40915,0.878069,
1.85156,0.947069,1.41995,1.82712,-0.488232,1.12389,
-5.3373,-3.3007,-8.6461,-5.8203,-10,-8.791,
-0.581697,-0.163577,1.09635,-0.439942,1.40658,0.883577,
1.82412,0.929816,1.37597,1.79726,-0.538232,1.07918,
-5.6373,-3.6007,-8.9461,-6.1203,-10,-9.091,
-0.572648,-0.158974,1.10311,-0.431034,1.40377,0.888858,
1.79519,0.911062,1.33049,1.76591,-0.588232,1.03297,
-5.9373,-3.9007,-9.2461,-6.4203,-10,-9.391,
-0.563747,-0.154469,1.10965,-0.422286,1.4007,0.893904,
1.76475,0.890809,1.28351,1.73306,-0.638232,0.98527,
-6.2373,-4.2007,-9.5461,-6.7203,-10,-9.691,
