-15.8235798274669,1.38927892612585,85.8228185824725,-5.84660480927901,102.936225837368,10.4747904468851
-6.16939396183479,-5.58270413250148,48.8663524802514,-39.7736508824873,95.0330727488025,24.1956935377533
-10.1525627201282,23.8926003348414,97.7464539899316,-0.522309589310156,115.402588251863,40.9463847066649
-24.1156702946068,-76.7050707400599,-65.555102644571,-81.1997686944784,93.933888670086,9.14721641144895
-11.5039485932029,-57.969970691145,-61.4176213085663,-99.1583169623592,95.5457944179869,-5.1088576431095
-9.62910536006579,-30.5763607332185,6.64841708369708,-39.1793911477415,112.027335431377,50.283108636135
-38.5358769477775,-44.4635499269385,-11.2203041109868,-60.4807026298638,101.458232774478,10.7486115370738
-8.15799412357931,-58.3683313266616,-50.304442122176,-84.6623710771876,109.422545568931,8.21333566805254
-9.01524411541755,-59.4513185723417,-26.2705587003283,-41.0212530924332,116.313815060447,43.0678301965712
-32.9418251016952,1.81618465572705,73.9326997104221,-20.8123616153657,101.96162458541,5.20933593821777
-33.0298190151103,-38.3523167765373,26.3240215077826,-30.991088095384,113.27742650848,-5.42031457678595
-12.1081687540332,-0.583955629135231,65.3814888727915,-28.9776222166054,91.041121935216,-10.6999229313034
-28.6196427975311,-10.7443635317517,72.735515035679,-8.49296060883148,108.718374000787,2.13705793273373
-18.1332437276707,-31.2497146103676,48.1959408544437,-1.65203605368077,115.175503882116,26.4872787752712
-29.4398964083774,-74.3122960334901,-60.9870310969755,-86.7432148984044,113.736030514738,-16.5250096835234
-14.7117769810148,-68.2363183777419,-69.1672500547724,-99.039725342705,101.515486924451,-18.9506448466439
-29.6258535637449,-58.0440671334981,-57.7488847243729,-92.1969923797403,99.0456579256977,19.2917558647581
-15.8845240677752,-76.3653120629354,-59.5238016224238,-80.2455461380653,105.470723763044,-15.5026849210319
-1.40619240432621,-57.3374636155382,-46.2067420393404,-76.7122832251955,106.662814735068,27.3510067671509
-38.8831241513959,-66.3882538949371,-49.5763623446286,-77.6889178187381,89.0106537526591,-41.1420137115307
-10.154043060162,-54.0253012931182,-55.0234414789055,-91.5751467192578,113.686343705153,13.6177588029915
-28.4618813565057,-57.9849536580995,-55.5462815750245,-100.726881250075,112.740205945337,-19.3866900444474
-19.3214810450403,-45.9949388771752,-42.1197347307266,-75.6033330667641,116.668786463309,37.8976949200983
-19.8924142348234,-48.0139217597588,-48.104170163498,-100.51618139556,100.308340356995,-20.8885866428794
-16.7802325674381,-82.5544638120898,-67.5218097935016,-76.3606744008145,119.385272280142,1.94119247560876
-36.82805722084,-73.6805874879821,-55.6657924532577,-90.6079861481512,110.837490621396,-37.4425065294701
-0.935753909106637,-75.3096195560426,-46.1629542596346,-60.3485575636179,102.04331691425,14.6327347305243
-31.0482715805441,3.41316746714821,79.1868419608007,-22.9731273828717,116.421615657567,-11.4631846986102
-11.4770766847634,-59.1621353691147,-35.9462996037803,-73.4304328743685,101.438828134804,-9.17943677498482
-3.28426153368966,-41.9607050894671,-7.50296202925377,-59.5120706622412,97.7842795628431,16.0309795353116
