-45.030100,-179.394200,756.114300
43.990500,259.955600,907.997500
119.527300,-146.871000,941.396000
398.034700,-225.023200,861.274600
176.160700,-19.510700,891.163900
-73.619300,186.825000,959.474800
61.518200,255.371400,912.114900
352.396400,-218.713000,894.255700
225.828300,-177.745500,969.992300
403.452400,-92.576400,614.585700
519.565900,-147.406600,812.155900
49.952900,59.102800,945.539900
482.718100,-210.692300,871.429600
132.994200,-224.807600,762.502100
481.168000,-229.842700,884.916200
513.012300,-213.371200,927.142000
380.787800,-154.003600,783.598400
455.439000,-67.367400,648.426200
-18.485900,80.062000,843.507100
402.581200,-192.838100,780.172900
-71.062400,-62.147400,868.971800
56.665800,-115.730200,774.646400
80.585500,-72.260900,968.181700
252.472400,-71.580400,635.114200
203.655000,-229.645700,877.682900
414.214300,-118.147200,875.291500
42.300800,98.054700,822.969200
395.285500,207.443400,1031.969000
49.326300,261.402800,997.577300
302.231100,-30.242500,931.276600
76.036100,22.541000,851.971400
458.830900,-5.146500,903.208500
147.084600,127.534200,905.016600
251.904000,-203.222800,858.054600
69.625900,-8.748900,843.435200
63.909200,159.569200,1080.127900
473.209500,182.286800,952.550500
313.787000,-197.057000,677.941200
72.951100,173.840300,1012.245200
-91.967700,-37.129700,789.442200
528.389400,9.808600,1020.090900
265.611000,-119.653800,945.017800
279.218300,-101.523400,954.520200
16.192900,24.997000,1002.269200
402.375700,-182.208300,752.542200
527.750300,-158.796800,797.520500
110.972700,-126.810600,882.976600
17.269600,237.471600,855.788300
344.466300,-214.879100,814.868800
73.825500,-97.295200,667.840300
