-92.502900,38.334100,755.398400
-0.477500,476.418000,907.945100
70.810500,69.301600,941.777000
349.000200,-11.462700,863.768700
128.884000,196.139200,892.066300
-119.068400,404.561700,958.534900
16.824800,471.882400,912.121900
303.166500,-4.732300,896.394100
176.501900,37.384800,971.093100
357.523000,120.921900,617.267300
471.454000,64.994500,815.516900
3.271600,275.795200,945.437400
433.684000,2.100800,874.535400
84.730600,-8.766200,763.027900
431.828800,-17.067200,888.021000
463.531700,-0.877800,930.444100
333.005200,59.629600,785.926100
409.486600,145.525900,651.333000
-64.196300,297.389900,842.961500
354.485900,20.650200,782.657500
-118.197200,155.761400,868.064100
9.649700,101.026500,774.737300
32.383900,144.140900,968.201100
206.713100,143.256500,636.688000
154.648600,-14.239800,878.671800
366.091800,95.184500,877.819100
-3.275700,314.800200,822.858100
349.114600,420.924800,1034.348100
4.131500,477.978400,997.489900
254.604300,184.076200,932.932500
29.674400,239.021400,852.077500
411.565600,207.723600,906.041400
101.163500,343.367600,905.694100
203.129000,11.708200,859.422200
22.862800,207.709600,843.455300
17.033000,376.109800,1080.076600
427.202400,394.748900,955.510900
266.423200,17.191900,679.796300
26.662900,390.309000,1012.314200
-138.238700,181.018400,788.448100
480.234200,221.994900,1023.391600
217.120800,95.099300,946.369800
230.697200,113.028900,956.039100
-31.185200,242.004600,1001.868900
354.538400,31.225100,755.077500
479.685600,53.490900,800.975000
62.813100,89.616000,883.501000
-27.122300,454.426500,855.533200
295.854300,-0.827700,816.895800
27.641600,119.246100,668.136600
