0.0852618,0.971876,0.0191799,0.218677
0.0861437,0.97192,0.0193176,0.218124
0.087072,0.971967,0.0194633,0.217532
0.0879655,0.972017,0.0196469,0.21693
0.0888437,0.972063,0.019784,0.216354
0.0897171,0.972104,0.0199272,0.215796
0.0905884,0.972184,0.0200455,0.21506
0.0914555,0.972261,0.0201686,0.214333
0.0924095,0.972366,0.0202788,0.213432
0.0932632,0.972468,0.0203901,0.212584
0.0941622,0.972624,0.0205013,0.211461
0.0949956,0.972765,0.0205553,0.21043
0.0959113,0.972924,0.0205942,0.209275
0.0967384,0.973091,0.0206996,0.208102
0.097638,0.973278,0.0207399,0.206799
0.0984745,0.97348,0.0207635,0.205447
0.0993065,0.973689,0.0208095,0.204045
0.100166,0.973927,0.0207912,0.202488
0.100973,0.974186,0.0208194,0.200829
0.101766,0.974445,0.0208009,0.199169
0.102532,0.974733,0.0207496,0.197365
0.103386,0.975016,0.0207291,0.195515
0.104086,0.97532,0.0206735,0.193623
0.104866,0.975629,0.020609,0.191641
0.105578,0.97593,0.0205175,0.189719
0.106234,0.976273,0.0204271,0.187587
0.106924,0.976615,0.0203084,0.185413
0.107587,0.976969,0.0201507,0.183169
0.108205,0.977313,0.0200465,0.180969
0.108837,0.977715,0.019836,0.178422
0.109369,0.97808,0.0196789,0.176096
0.10994,0.978459,0.0194977,0.173639
0.110452,0.978813,0.0193373,0.171321
0.110992,0.979186,0.0191318,0.168845
0.111433,0.979522,0.0189768,0.166611
0.111939,0.979909,0.0187187,0.164007
0.112443,0.980292,0.0184847,0.161375
0.112847,0.980678,0.0182826,0.158754
0.113233,0.981065,0.0180116,0.156092
0.113608,0.981491,0.0177172,0.153151
0.113982,0.981875,0.0174671,0.150412
0.114336,0.982246,0.017156,0.147732
0.114736,0.982616,0.0169023,0.14497
0.115169,0.982993,0.0166237,0.142073
0.115601,0.983325,0.0163901,0.139428
0.116019,0.983661,0.0161124,0.136717
0.11643,0.984023,0.0158135,0.133766
0.116846,0.984354,0.0155651,0.130964
0.117348,0.984702,0.0152491,0.127901
0.117792,0.985033,0.0149182,0.124947
0.118331,0.985357,0.0146142,0.121886
0.118921,0.985639,0.0143701,0.119026
0.119502,0.985911,0.0140742,0.11619
0.12008,0.986155,0.0137899,0.113526
0.120716,0.986416,0.0135444,0.110576
0.121344,0.986644,0.0132406,0.107863
0.121983,0.986875,0.0129933,0.105023
0.122618,0.987096,0.0126848,0.102201
0.123261,0.987297,0.0124388,0.0994771
0.12385,0.987479,0.0121384,0.0969441
0.12445,0.987663,0.0118915,0.0942993
0.125007,0.987846,0.0116122,0.0916427
0.125614,0.98801,0.0112974,0.0890533
0.126133,0.988172,0.0110428,0.086517
0.12666,0.988338,0.0107327,0.08385
0.127087,0.988474,0.0105069,0.0815997
0.127515,0.9886,0.010248,0.0794045
0.127953,0.988728,0.00997729,0.0771068
0.128352,0.988858,0.00973169,0.0747761
0.128795,0.988964,0.00942757,0.0726158
0.129165,0.989093,0.00918667,0.0701986
0.129527,0.989198,0.00891035,0.0680444
0.129899,0.989299,0.00864685,0.0658684
0.130175,0.989398,0.0084098,0.0638337
0.130403,0.989496,0.00812189,0.0618633
0.130583,0.989585,0.00789814,0.0600537
0.13068,0.989689,0.00769236,0.0581296
0.130716,0.989781,0.00747308,0.0564938
0.130706,0.989873,0.00725192,0.0548993
0.130706,0.989965,0.00703209,0.0532598
0.130601,0.990058,0.00683681,0.0517884
0.130455,0.990156,0.00664058,0.0502824
0.130309,0.990249,0.0064371,0.0488451
0.130111,0.99034,0.00624899,0.0475227
0.129855,0.99043,0.00608396,0.0463608
0.129607,0.990519,0.00592584,0.0451589
0.129247,0.990612,0.00577453,0.0441558
0.128884,0.990701,0.00560101,0.043234
0.128516,0.990786,0.00547903,0.042395
0.12806,0.990883,0.00537932,0.0414952
0.127589,0.990975,0.0052443,0.040775
0.127012,0.991075,0.0051345,0.0401593
