56.786800,571.881100,751.564400
150.595100,999.037100,899.522900
215.467600,588.962400,927.672400
498.149300,508.505200,848.227800
279.402300,719.036700,877.178500
36.786500,931.584600,950.388400
169.284500,994.019900,900.082400
452.302200,515.338400,881.679700
324.791400,556.963600,956.834900
503.209100,649.145900,614.404700
622.228600,586.752300,800.246900
158.579800,804.558000,935.550800
583.815100,522.076600,857.450300
227.378100,511.740800,748.697900
582.007000,503.837900,871.763600
614.839500,519.767800,913.172000
482.151200,580.866800,772.707900
558.212700,669.238100,639.127500
90.019300,826.381700,834.216700
502.684200,540.604300,766.881200
35.089700,688.345100,862.526100
158.308500,630.599000,771.813900
185.710900,678.412100,962.876000
353.145700,671.648600,634.560100
301.505000,522.581500,873.822100
517.539300,616.706000,864.105000
149.706100,841.287200,812.882900
497.509400,957.232900,1027.545800
158.719800,1000.631600,986.370800
406.249100,705.072900,919.578000
183.345500,768.885500,842.351700
565.616900,732.399600,893.345000
253.041200,865.733800,891.337100
348.835600,531.143400,844.124600
164.636200,729.115900,831.211900
170.258900,896.976300,1068.882300
578.644700,928.323200,943.360600
412.397200,537.698700,665.507800
179.306500,911.818400,1000.114300
14.271600,713.481600,782.376900
636.318500,747.626600,1009.613200
366.843600,630.709900,938.666100
381.920300,633.861600,943.828000
124.585400,771.781500,993.621600
502.920200,552.449000,741.294400
629.603700,575.648600,785.807600
208.672400,611.445100,866.770700
126.810300,979.065800,844.595700
443.024300,518.659600,800.929400
174.596500,647.720400,666.486200
