3775.7712	1395.9873	481.5806	0.6099
3830.2068	1420.1509	652.6333	0.3988
3802.4262	1542.5011	556.076	0.6422
3692.3195	1299.6556	492.7333	0.4243
3788.2108	1442.238	617.6776	0.5805
3867.9228	1313.1837	718.8783	0.4958
3560.2118	1317.7304	634.4182	0.7247
3864.9398	1372.4958	621.8381	0.6486
3921.1091	1197.8611	597.2637	0.7893
3633.9887	1443.9334	555.5113	0.955
3631.1874	1199.2392	512.1231	0.9928
3781.0986	1415.399	587.6979	0.7616
3678.3379	1326.8253	479.7424	0.7909
3812.4841	1170.137	477.2499	0.6442
3684.0434	1313.613	502.8465	0.4072
3787.6559	1403.0119	550.7696	0.3147
3651.687	1432.4009	623.7398	0.1923
3810.4912	1271.9512	481.5068	0.5263
3926.5814	1360.094	631.5548	0.9453
3544.4036	1334.348	549.4303	0.7788
3833.6126	1441.4912	658.7431	0.6877
3696.224	1435.8822	614.7047	0.2047
3766.3241	1427.2098	725.3249	0.534
3732.9668	1478.6392	669.1532	0.457
3825.8578	1267.1834	461.2074	0.7421
3608.6827	1324.7687	486.0339	0.547
3993.7067	1215.3505	467.7067	0.9725
3681.7718	1452.537	532.0729	0.9968
3846.4713	1278.262	578.7674	0.4048
3916.8243	1295.7412	640.763	0.4568
