-92.439900	38.266500	755.415200	0.169500
-0.366800	476.337100	907.951300	0.071700
70.847100	69.195700	941.796900	0.149300
349.044200	-11.607600	863.768500	0.038600
128.903900	196.053700	892.082200	0.117600
-118.979600	404.495600	958.546600	0.329700
16.917400	471.813800	912.126700	0.101800
303.206900	-4.867300	896.404600	0.139500
176.536700	37.286200	971.100800	0.195500
357.591700	120.789300	617.278500	0.099400
471.506400	64.846400	815.537100	0.114200
3.364500	275.712000	945.453600	0.045900
433.751600	1.940300	874.549200	0.178000
84.756400	-8.865000	763.052000	0.099700
431.876000	-17.209700	888.039700	0.312000
463.557800	-1.020300	930.472700	0.321100
333.042800	59.486300	785.943000	0.129100
409.570200	145.376500	651.339200	0.327500
-64.117000	297.323000	842.971800	0.146600
354.553800	20.497900	782.666500	0.250300
-118.139800	155.689000	868.061600	0.284100
9.678400	100.928300	774.730500	0.136200
32.443600	144.063700	968.219900	0.142800
206.775700	143.149300	636.691200	0.092800
154.709400	-14.356100	878.677400	0.104000
366.149500	95.048900	877.819300	0.112200
-3.191900	314.724700	822.843100	0.140900
349.235400	420.808100	1034.369500	0.186300
4.228600	477.901500	997.491600	0.122900
254.671000	183.956100	932.939400	0.087700
29.740600	238.929800	852.075300	0.190700
411.669700	207.581800	906.046600	0.123200
101.259600	343.262300	905.678100	0.151800
203.170100	11.582200	859.435800	0.172100
22.934200	207.612700	843.461300	0.181100
17.118700	376.031100	1080.093100	0.314100
427.308200	394.610000	955.533200	0.098500
266.494100	17.052000	679.787500	0.402900
26.748700	390.236900	1012.322400	0.186800
-138.213700	180.952300	788.440800	0.106300
480.309500	221.846200	1023.421000	0.363100
217.162100	94.977600	946.407300	0.138300
230.758400	112.912700	956.054900	0.099000
-31.129200	241.931100	1001.891300	0.169200
354.606400	31.086600	755.076300	0.173300
479.764600	53.335400	800.974700	0.141900
62.866900	89.514600	883.514400	0.157700
-27.008000	454.341400	855.542300	0.233800
295.906700	-0.968500	816.898500	0.141800
27.685900	119.160700	668.143900	0.067200
